id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10803,"Room in Deco Apartment, Brunswick East",38901,Lindsay,,Moreland,-37.76606,144.97951,Private room,56,7,192,2024-08-31,1.35,1,301,22,
12936,St Kilda 1BR+BEACHSIDE+BALCONY+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.85999,144.97662,Entire home/apt,,3,42,2020-03-15,0.24,10,0,0,
38271,Berwick- Old Trafford Apartment,164193,Daryl & Dee,,Casey,-38.05723,145.33982,Entire home/apt,119,1,253,2024-08-27,1.51,1,306,25,
41836,CLOSE TO CITY & MELBOURNE AIRPORT,182833,Diana,,Darebin,-37.69761,145.00066,Private room,,7,157,2018-08-22,0.93,2,0,0,
43414,Home In The City,189682,Belinda,,Melbourne,-37.81094,144.98487,Entire home/apt,186,21,17,2024-07-06,0.21,2,222,12,
43429,Tranquil Javanese Studio and Pond!,189684,Allan,,Monash,-37.89983,145.11579,Entire home/apt,123,2,259,2024-06-01,1.55,3,302,11,
44082,Queen Room in Beautiful House,193031,Vicki,,Frankston,-38.14768,145.14364,Private room,89,5,61,2024-08-09,0.37,8,92,6,
47100,"Cosy, cute comfortable little home in top location",212071,Loren,,Yarra,-37.8183708190918,145.0050048828125,Entire home/apt,160,6,179,2024-01-08,1.05,1,39,2,
51592,Central City Warehouse Apartment,190879,Michelle,,Melbourne,-37.81266,144.96313,Entire home/apt,272,2,457,2024-08-18,2.77,1,174,43,
66754,Richmond CITY EDGE 60s COOL 1BR+WIFI+AC,50121,The A2C Team,,Yarra,-37.82127,144.99408,Entire home/apt,,3,70,2020-03-14,0.43,10,0,0,
67211,"Kew Tranquility, Melbourne",326880,Kate,,Boroondara,-37.80347,145.03583,Private room,60,2,250,2024-08-25,1.51,1,333,27,
70004,King Single in Beautiful House,193031,Vicki,,Frankston,-38.14789,145.14163,Private room,79,5,42,2024-08-12,0.33,8,88,3,
74324,Eclectic luxury living (long term stays welcome),390761,Matt,,Yarra,-37.80415,144.97803,Entire home/apt,313,24,74,2024-05-31,0.65,1,332,4,
80986,Richmond CENTRAL PARK EDGE 1BR+WIFI,50121,The A2C Team,,Yarra,-37.81541,145.00157,Entire home/apt,,3,80,2020-03-24,0.51,10,0,0,
86369,"Sunny 1950s Apartment, St Kilda East 
Longer stays",246509,Fiona,,Glen Eira,-37.87142,145.00785,Entire home/apt,225,28,14,2022-12-17,0.17,1,87,0,
103952,Spacious & Sunny 1BR with Pool & Tennis Court,541584,Felicity,,Port Phillip,-37.83095169067383,144.96913146972656,Entire home/apt,220,14,13,2024-02-22,0.08,1,365,2,
108032,Studio apartment on Collins Street,559227,Malcolm,,Melbourne,-37.81595,144.96606,Entire home/apt,210,2,303,2024-06-30,1.88,1,335,5,
120487,Garden Bungalow with the Possums,606393,Barbara,,Kingston,-37.99031,145.07744,Entire home/apt,130,4,105,2024-05-09,0.67,1,324,10,
133617,Life style and more on the Beach,646383,Hannah,,Port Phillip,-37.843176138165475,144.94162820097418,Private room,113,3,41,2024-03-26,0.26,1,179,9,
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,,Yarra Ranges,-37.9067,145.35096,Entire home/apt,190,1,68,2024-08-08,0.44,2,166,8,
161033,Healesville Yarra Valley Cottage,770883,Karen,,Yarra Ranges,-37.63282,145.49638,Entire home/apt,110,2,307,2024-08-31,1.94,1,135,23,
163077,Elwood CHIC 1BR+WALK TO VILLAGE+WIFI,50121,The A2C Team,,Port Phillip,-37.8786,144.9913,Entire home/apt,,3,59,2020-03-29,0.38,10,0,0,
173426,Beautiful Northcote home with heart -close to city,804527,Tania,,Darebin,-37.76434,144.98624,Private room,,1,22,2023-01-16,0.14,1,0,0,
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,Diana,,Darebin,-37.69884,145.00224,Private room,,2,1,2017-05-07,0.01,2,0,0,
210568,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,Ian,,Glen Eira,-37.86717,145.02877,Private room,,3,25,2023-08-14,0.16,3,0,0,
214565,Warm and inviting cottage in the North East,1107678,Helen,,Banyule,-37.71168,145.12235,Private room,,1,0,,,1,0,0,
229430,ROOM IN MODERN TOWNHOUSE Melbourne,1198300,Daniela,,Boroondara,-37.8317,145.04922,Private room,,2,23,2015-04-25,0.15,1,0,0,
232812,Parkland apartment on edge of CBD,950667,Rosemary,,Melbourne,-37.78398,144.9574,Entire home/apt,,2,7,2018-02-28,0.04,1,0,0,
235701,Art Deco Off St Kilda Rd Melbourne,1184705,Alastair,,Port Phillip,-37.843502044677734,144.97598266601562,Entire home/apt,100,4,88,2024-08-23,0.56,1,12,38,
240410,Beautifully Appointed Apt - Central,1260586,Neil,,Melbourne,-37.80455,144.95113,Entire home/apt,150,2,144,2024-09-01,0.98,1,288,16,
244952,Treehouse apartment in Fitzroy,287730,Rebecca,,Yarra,-37.80428,144.97916,Entire home/apt,117,5,371,2024-07-21,2.37,1,165,34,
247140,Self Contained Apartment (CBD Edge),1296115,Fiona,,Melbourne,-37.81663513183594,144.97752380371094,Entire home/apt,250,3,134,2024-03-24,0.86,1,304,15,
248235,Gorgeous home with pool. Central location!!,1300846,Ayelet,,Glen Eira,-37.86543,145.01735,Entire home/apt,750,5,21,2024-03-25,0.15,1,290,5,
251354,Inner city Warehouse Garden of Eden,1318256,Elana,,Stonnington,-37.85925,145.02346,Entire home/apt,857,1,10,2022-07-15,0.07,1,89,0,
251965,Private room in Elwood,725136,Nathan,,Port Phillip,-37.87833,144.98824,Entire home/apt,,1,0,,,1,0,0,
256186,Collingwood 2 bedrm Warehouse Apt,1344893,Hoang And Michael,,Yarra,-37.80237,144.9835,Entire home/apt,108,6,231,2024-08-15,1.50,1,177,23,
263871,In The Heart Of The City- Melbourne,1384456,Eliisa,,Melbourne,-37.8169,144.96057,Entire home/apt,131,28,52,2024-04-10,0.37,1,225,3,
268525,Home 20mins (CBD) near Box Hill (private home),1179603,Anita,,Whitehorse,-37.81162,145.14131,Private room,73,14,0,,,1,321,0,
268620,nice room,1407948,Richard,,Melton,-37.73975,144.73742,Private room,,1,0,,,1,0,0,
268849,"Unique, Intimately Styled South Yarra Sanctuary",1408673,Little Journey,,Stonnington,-37.83663,144.99344,Entire home/apt,120,1,730,2024-09-01,4.71,1,53,87,
280698,Elwood SPACIOUS OPEN PLAN EXEC 2BR+PARKING+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.87322,144.98937,Entire home/apt,,3,62,2020-01-02,0.48,10,0,0,
284210,Fitzroyalty - stylish and central,1480426,Kate,,Yarra,-37.79951,144.97948,Entire home/apt,,2,33,2020-03-15,0.26,1,0,0,
297350,"Best, west of Melbourne-Wifi & Spa1",1533260,Ryan,,Brimbank,-37.78374,144.75729,Private room,47,1,316,2024-08-18,2.06,13,365,12,
315513,"Best, west of Melbourne-Wifi & spa2",1533260,Ryan,,Brimbank,-37.78374,144.75728,Private room,50,1,111,2024-05-12,0.72,13,304,3,
317239,Inner City Home-6 stops by train to Melbourne CBD,1628602,Jacqueline,,Hobsons Bay,-37.82964,144.87163,Private room,95,2,10,2024-04-16,0.44,1,365,3,
323280,Classic Victorian Armadale Home :) Victorian House,1608157,Fay,,Stonnington,-37.85996,145.02119,Private room,104,1,53,2024-03-26,0.35,3,365,2,
381690,Renovated Art Deco fully furnished,1914257,Shelly,,Port Phillip,-37.86226,144.99778,Entire home/apt,95,20,49,2024-06-26,0.34,1,187,7,
403580,Heritage Listed House Close To Park,2012806,Anthony,,Melbourne,-37.79934,144.97176,Private room,135,4,64,2024-07-15,0.43,1,87,6,
419490,Very Large 2 Bdrm Apt in Melbourne!,2068905,Victoria,,Moonee Valley,-37.7853,144.9271,Entire home/apt,,7,3,2016-07-30,0.02,1,0,0,
438849,Grand Old Victorian Hawthorn Home,2180044,Ian,,Boroondara,-37.82334,145.05813,Entire home/apt,,10,4,2017-12-30,0.03,1,0,0,
453940,Corner room - Private & Lovely Balwyn Nth Home,2255480,Jessica,,Boroondara,-37.79318,145.0789,Private room,60,1,40,2024-07-12,0.68,10,4,13,
456950,St Kilda Bay Views,2271938,Harry,,Port Phillip,-37.85487,144.98223,Entire home/apt,1000,2,3,2016-02-15,0.02,1,364,0,
464528,Zinc Views 501,760849,Boutique Stays Accommodation Group,,Port Phillip,-37.84414,144.9399,Entire home/apt,511,1,11,2022-10-26,0.10,50,329,0,
464612,Point Cook Homestay with Private Bathroom-2,2309055,KC And Serena,,Wyndham,-37.89849,144.72508,Private room,66,4,74,2024-03-31,0.50,2,361,6,
466494,Victorian Vogue,760849,Boutique Stays Accommodation Group,,Yarra,-37.81866,145.00926,Entire home/apt,362,1,13,2024-07-17,0.12,50,300,4,
479333,Clifton Park,760849,Boutique Stays Accommodation Group,,Yarra,-37.78772806488772,145.00169381548253,Entire home/apt,480,1,27,2024-04-11,0.24,50,103,1,
483719,Quiet Studio Next to Train Station,9082,Dennis,,Banyule,-37.74238,145.06618,Private room,80,10,29,2024-04-16,0.20,3,365,3,
484148,Point Cook Homestay with Private Bathroom-1,2309055,KC And Serena,,Wyndham,-37.90022,144.72487,Private room,66,4,36,2024-07-28,0.24,2,362,9,
506491,"Relax! Private, Stylish Loft & Spa!",2496901,Maureen,,Whitehorse,-37.84473,145.13579,Private room,90,2,104,2024-09-02,0.71,1,328,12,
508586,Beautiful Ensuite - convenient & private room,2255480,Jessica,,Boroondara,-37.79349,145.0808,Private room,65,1,26,2024-03-21,0.39,10,353,1,
508590,"Sunlit, Cosy Room in Convenient Location",2255480,Jessica,,Boroondara,-37.7937,145.07935,Private room,60,1,17,2024-01-21,0.21,10,319,1,
508594,"Large room - Convenient, Private & Cosy location",2255480,Jessica,,Boroondara,-37.79352,145.0794,Private room,60,1,15,2023-10-11,0.20,10,247,1,
529347,Thackeray cottage,2601127,Alyce,,Port Phillip,-37.87686,144.97723,Entire home/apt,144,2,142,2024-07-09,1.24,2,342,12,
534083,///NEW YORK LIVING..IN ST KILDA STUDIO,2624960,Karen,,Port Phillip,-37.8571,144.98719,Entire home/apt,220,1,182,2022-04-01,1.27,4,90,0,
552797,Melbourne’s best! Enjoy Fitzroy in style.,2716860,Jess And Kristy,,Yarra,-37.8047,144.97959,Entire home/apt,,2,73,2020-03-16,0.68,1,0,0,
554087,Fabulous St Kilda,2707723,Marjolein,,Port Phillip,-37.85821,144.97428,Private room,300,3,25,2023-04-03,0.17,1,180,0,
557900,Look out over the CBD from a Boutique Flat,1700056,Rodger,,Melbourne,-37.81745,144.96457,Entire home/apt,217,3,313,2024-08-11,2.13,2,114,42,
567486,Spacious modern studio close to City and transport,2792235,Sara,,Boroondara,-37.83481,145.03514,Private room,125,5,17,2024-03-27,0.12,2,248,2,
567941,"Elegant Victorian, Spacious Room",2794092,Jocelyn,,Yarra,-37.80209,144.98813,Private room,75,1,53,2019-03-16,0.37,1,358,0,
571502,Simple but clean and secure room in Carlton!,2812963,Medley,,Melbourne,-37.80707,144.96678,Private room,,3,15,2019-02-14,0.11,5,0,0,
592162,Right in the heart of the City!,2922619,Dean,,Melbourne,-37.81694,144.95263,Entire home/apt,,6,53,2020-03-15,0.36,1,0,0,
607674,Edna Walling Cottage,2558288,Alan,,Yarra Ranges,-37.88234,145.36158,Entire home/apt,,2,21,2024-04-27,0.16,2,180,3,
628156,"QS bed & PRIVATE bathroom, Gr8 WiFi, TV & Netflix",3119669,James,,Port Phillip,-37.84158,144.93794,Private room,90,2,155,2024-07-30,1.06,1,56,13,
628370,Close to Beach and City - Sleeps 4,2150180,Janine,,Port Phillip,-37.84168,144.94397,Entire home/apt,170,25,34,2024-01-22,0.23,2,220,3,
633258,Hip sun drenched Windsor apartment,440653,Rob,,Stonnington,-37.85437,144.99488,Entire home/apt,,2,17,2018-06-28,0.12,1,0,0,
639260,Fitzroy Max: Easy-going Urban Pad off Brunswick St,461853213,Eduardo,,Yarra,-37.8005386,144.978559,Entire home/apt,146,2,174,2024-08-07,1.21,71,310,17,
641180,Cosy Inner City Studio Apartmnt. Spacious. Quiet.,3079228,Anthony,,Moreland,-37.77542,144.96894,Entire home/apt,130,3,375,2024-07-27,2.61,1,84,19,
668738,Stylish Modern Apt_St Kilda Beach,3384635,Susan,,Port Phillip,-37.85947,144.98093,Entire home/apt,120,10,13,2022-11-28,0.09,1,0,0,
671981,Sofabed in Yarraville - nice sub,3395313,Tyler,,Maribyrnong,-37.81507,144.88895,Shared room,,1,0,,,1,0,0,
707824,"Brunswick, MELB-Cosy Room in a great location!",3015856,Aggie,,Moreland,-37.77326,144.95552,Private room,68,3,30,2024-07-06,0.23,1,263,11,
712261,Charming 1930s Flat East St Kilda,738640,Chelle,,Port Phillip,-37.86928,144.99792,Entire home/apt,,5,21,2020-12-21,0.15,1,0,0,
739896,3 Level Apartment with Rooftop!,3871035,Phil,,Moreland,-37.77056,144.97274,Entire home/apt,,2,3,2014-01-03,0.02,1,0,0,
754134,‘COOL’ Apartment Awesome Location Melbourne CBD,3570625,Kim,,Melbourne,-37.8167,144.96608,Entire home/apt,191,5,112,2024-02-25,0.79,2,140,5,
762695,Richmond CENTRAL LOFT STYLE 1BR+PARKING+WIFI+AC,50121,The A2C Team,,Yarra,-37.81552,145.00116,Entire home/apt,,3,78,2020-03-07,0.62,10,0,0,
768096,Immaculate  and Spacious Apartment,3506639,David,,Melbourne,-37.83368,144.9843,Entire home/apt,,20,85,2019-12-14,0.59,2,0,0,
780196,Snug Seaside Cottage Vic. Aust.,117431,Lorraine,,Hobsons Bay,-37.8711,144.81342,Private room,50,1,140,2022-03-17,1.41,2,365,0,
780441,Prized Parkside Modern City Studio::Suit Long Stay,3377890,Bernadette,,Melbourne,-37.8068,144.96943,Entire home/apt,92,56,75,2024-07-02,0.53,4,293,4,
784043,4 Bedroom Melbourne Urban Retreat,4133993,Kim,,Banyule,-37.73238,145.09131,Entire home/apt,,5,1,2018-05-05,0.01,2,0,0,
785116,Beach Shack..minutes to the beach..,3579354,Kelly,,Kingston,-38.02865,145.10629,Private room,150,1,0,,,1,365,0,
792570,Spacious Double-Storey Apartment,690940,Gerard,,Yarra,-37.80886,144.98457,Entire home/apt,,3,6,2017-01-19,0.04,1,0,0,
806245,Huge bright townhouse with terrace,2792025,Jo,,Maribyrnong,-37.80257,144.89593,Entire home/apt,195,2,364,2024-08-14,2.54,1,244,24,
817054,SouthYarra Designers Delight (2br),3721646,Alex,,Stonnington,-37.83649,144.99393,Entire home/apt,135,21,33,2017-10-28,0.23,43,274,0,
835730,Lovely pad in funky Brunswick,971810,Sarah,,Moreland,-37.75581,144.96868,Entire home/apt,125,4,280,2024-08-21,1.97,1,26,30,
847063,Cosy family 3 bedroom home in Alphington,2591026,Melissa,,Yarra,-37.783672,145.024658,Entire home/apt,411,14,10,2017-07-10,0.07,1,254,0,
848793,Farm Stay - Selby- Dandenong Ranges- Cabin 1,3160757,Yvette,,Yarra Ranges,-37.91226,145.38372,Entire home/apt,,5,29,2024-01-12,0.29,1,0,1,
853643,The Gardener's Cottage,4257468,Carolyn,,Yarra,-37.82782,145.00536,Entire home/apt,,10,51,2021-02-19,0.40,1,0,0,
856294,Garden View Studio | Windsor,747841,Rudy,,Port Phillip,-37.85228,144.9834,Entire home/apt,99,3,134,2024-08-24,0.99,1,23,7,
866134,City Tropical Hideaway,4549913,Libby,,Port Phillip,-37.83784,144.94937,Private room,150,1,40,2024-02-19,0.35,1,176,1,
867464,Seddon (Milkbar)Apartment Melbourne,4542615,Darren & Bruce,,Maribyrnong,-37.80584,144.8983,Entire home/apt,113,2,382,2024-09-03,2.74,2,294,29,
875444,"*Perfectly Located Functional Apt, Steps Away from Albert Park*",185444680,Natalia,,Port Phillip,-37.83673,144.96811,Entire home/apt,95,3,250,2024-05-23,1.78,4,121,18,
875913,Richmond CITY EDGE COMFY 1BR+WIFI+AC,50121,The A2C Team,,Yarra,-37.82123,144.99422,Entire home/apt,,3,78,2020-03-15,0.56,10,0,0,
881242,Beautiful home - Melbourne,2262538,Emma,,Darebin,-37.77562,145.021,Entire home/apt,220,7,25,2024-07-24,0.19,1,119,6,
884136,Penthouse with rooftop 2bm/2bth and 2 car spots,4672926,Jane,,Yarra,-37.79766038687084,144.98191291203054,Entire home/apt,297,3,34,2024-08-25,0.25,1,89,11,
1822180,Japanese Slipper Short Stay Accomm - Aka Suite,7383811,Susie,,Yarra Ranges,-37.91863,145.33197,Entire home/apt,200,1,293,2024-08-26,2.79,2,354,34,
1822923,"Location, location, location!",9543070,Lauren,,Yarra,-37.81807,145.00073,Entire home/apt,,7,1,2014-01-02,0.01,1,0,0,
1827577,Warehouse in heart of Melbourne,5261406,Jordan,,Moreland,-37.77129,144.96166,Private room,,2,4,2017-09-10,0.03,1,0,0,
1832876,"Visit Fashion Houses from an Airy, Minimalist Flat",1700056,Rodger,,Melbourne,-37.81496,144.96699,Entire home/apt,191,3,348,2024-09-01,2.64,2,235,42,
1861584,Architectural home in Richmond with plunge pool,9710767,Simon,,Yarra,-37.82654,144.99501,Entire home/apt,,7,0,,,1,365,0,
1866009,Single Room In Heritage Building,2812963,Medley,,Melbourne,-37.80476,144.96868,Private room,,3,13,2020-01-26,0.10,5,0,0,
1888612,Easey If You Try,4926441,Cameron,,Yarra,-37.79841,144.98709,Entire home/apt,,2,151,2020-01-25,1.15,1,0,0,
1888716,Designer 1br in Ripponlea / St Kilda East,275066,Jake,,Port Phillip,-37.87778,144.99494,Entire home/apt,,3,0,,,1,0,0,
887275,Close to Melbourne Airport  only 10mins,210716,Theresa,,Brimbank,-37.72055,144.85967,Private room,89,1,119,2024-03-30,0.84,3,365,2,
887320,Queen bed 10 Mins from Melb Airport,210716,Theresa,,Brimbank,-37.7199,144.85913,Private room,89,1,55,2024-02-16,0.49,3,364,4,
890726,St Kilda Beach Acland St Studio,2423998,Kristina,,Port Phillip,-37.86166,144.97457,Entire home/apt,122,3,329,2024-08-26,2.34,1,191,36,
905969,Fitzgeorge on city edge Fitzroy,4848120,Katrina,,Yarra,-37.80535,144.97934,Entire home/apt,255,2,209,2024-07-21,1.60,2,74,35,
911167,Relaxing room on the Eastern side,4889343,Zoltan And Beata,,Knox,-37.93367,145.24228,Private room,60,1,121,2023-04-15,0.87,2,0,0,
920179,Caretaker's Cottage,4944974,Mr Brett,,Yarra Ranges,-37.85143,145.36154,Entire home/apt,236,2,43,2023-12-29,0.32,7,241,2,
921611,Awesome 'PENTHOUSE' Apartment Melbourne CBD,3570625,Kim,,Melbourne,-37.81583,144.96628,Entire home/apt,221,4,165,2024-08-10,1.18,2,104,10,
941483,Healesville Haven 2 brm 2 bathroom,5090386,Janine,,Yarra Ranges,-37.65727,145.52633,Entire home/apt,228,1,227,2024-08-23,1.86,1,324,59,
964548,Melb PenthouseApart.(2BR+WIFI+CARP),3721646,Alex,,Port Phillip,-37.83618,144.9738,Entire home/apt,312,21,81,2018-03-04,0.58,43,265,0,
964968,Lovely Room Awesome Location-Free Parking*,4731740,Eugénie,,Stonnington,-37.84875,145.00185,Private room,70,1,122,2024-08-30,0.99,2,7,22,
966901,Arranmore - a charismatic Terrace House,932976,Jayne,,Boroondara,-37.80705,145.03611,Entire home/apt,224,5,98,2024-06-25,0.70,3,105,9,
978562,Best West of Melbourne WiFi & Spa 3,1533260,Ryan,,Brimbank,-37.78374,144.75728,Private room,50,1,180,2024-05-12,1.34,13,304,17,
984021,"(2) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.8136,144.98676,Entire home/apt,175,7,42,2022-08-20,0.32,2,90,0,
985656,Amazing Malvern,1038237,Ian,,Glen Eira,-37.86699182774252,145.02728892447502,Private room,,2,24,2023-01-18,0.19,3,0,0,
986403,beach boulevard city skyline,3004635,Dorothy,,Port Phillip,-37.85683,144.96707,Private room,150,4,165,2024-02-19,1.19,1,216,7,
990795,19th Century Terrace with Ensuites,5441565,IanJ,,Melbourne,-37.8017,144.96707,Private room,145,3,39,2024-04-01,0.29,1,363,4,
995402,A whole Apt in heart of St Kilda,5140385,Lisa,,Port Phillip,-37.86331,144.98526,Entire home/apt,160,2,59,2020-07-02,0.43,2,161,0,
1002094,Heart of the CBD,1764883,Jacqui And David,,Melbourne,-37.81011,144.97036,Entire home/apt,194,3,131,2024-03-26,0.95,1,160,6,
1012462,"Honey Apt 1 – 2BR, 4 REAL BEDS - City Centre",5570306,Kirstin,,Melbourne,-37.81676,144.96296,Entire home/apt,,14,9,2020-02-02,0.07,3,0,0,
1054730,Regina’s Beachy Cottage,5808523,Sally,,Bayside,-37.915906005213074,145.00299532410244,Private room,95,7,12,2023-04-07,0.10,1,362,0,
1057401,Modern Bayside Studio Apartment,5824112,Fiona,,Kingston,-37.99633,145.09455,Entire home/apt,85,7,82,2024-07-19,0.61,1,289,12,
1061196,Beautiful Fitzroy Getaway,1701103,Joanne,,Yarra,-37.80087,144.98193,Entire home/apt,328,3,110,2024-08-12,0.80,1,247,14,
1061439,Queen room w/private shower 10minsCBD tram@door,5843865,Dianne,,Melbourne,-37.79784,144.9455,Private room,80,21,80,2024-07-28,0.58,2,153,7,
1064493,Stylish St Kilda Studio (Brand New),2708837,Jack,,Port Phillip,-37.86723,144.97738,Entire home/apt,,1,172,2017-05-30,1.25,1,0,0,
1077126,Private room in Melbourne Northeast,5927414,Armita,,Banyule,-37.70587,145.10249,Private room,60,1,44,2023-04-06,0.38,1,333,0,
1077193,"Honey Apt 2 – 2BR, 3 REAL BEDS – City Centre",5570306,Kirstin,,Melbourne,-37.81838,144.96262,Entire home/apt,,4,17,2019-06-10,0.13,3,0,0,
1098759,Glenmore Homestyle Accommodation,198153828,Lucy,,Whitehorse,-37.83921,145.17795,Entire home/apt,140,2,157,2024-09-01,1.15,1,305,16,
1107707,Beaumaris House private pool & Pet friendly,5869866,Claire,,Bayside,-37.97165,145.04875,Entire home/apt,359,14,7,2024-03-09,0.07,2,132,1,
1119442,Sophisticated Boutique Apartment,6140418,Sebastian,,Yarra,-37.80313,144.98553,Entire home/apt,140,2,126,2024-08-22,4.58,1,301,49,
1137049,///ARCHITECTURAL HOME / BEACH /CBD / CAFE PRECINCT,2624960,Karen,,Port Phillip,-37.85662,144.98615,Entire home/apt,180,1,378,2024-08-23,2.88,4,230,42,
1145231,Sunny spacious Northcote home.,6279514,Sian,,Darebin,-37.78302,145.00763,Entire home/apt,90,7,7,2018-07-27,0.05,1,1,0,
1156949,"Relaxing villa, close to town.",6339747,Serena,,Glen Eira,-37.90245,145.04185,Private room,,1,33,2020-02-28,0.25,1,0,0,
1157078,"Entire 3 bedroom home in Preston, Melbourne",4222183,Jade,,Darebin,-37.73601,144.99453,Entire home/apt,,2,19,2024-01-26,0.80,1,0,4,
1160839,Studio Apartment in Healesville,6359961,Lianne & Paul,,Yarra Ranges,-37.670903652625704,145.5467380539051,Entire home/apt,208,2,102,2024-06-23,1.01,1,336,10,
1171226,MelbourneTown Delight,6412270,Gianni,,Melbourne,-37.81410598754883,144.96328735351562,Entire home/apt,178,2,0,,,1,180,0,
1175222,Central Haven - entire apartment!,6432048,Sarah,,Melbourne,-37.80114,144.96496,Entire home/apt,,10,8,2016-01-25,0.06,1,0,0,
1181117,Fabulous 4 bedroom home in Melbourne,4517777,John Paul,,Port Phillip,-37.87753,144.99487,Entire home/apt,350,7,0,,,1,107,0,
1188388,Bright and airy bayside home,2279736,Jill,,Port Phillip,-37.83583,144.93791,Entire home/apt,,6,7,2024-01-02,0.61,1,0,7,
1192689,St Kilda Beach 4 Bedrm Modern Home,3117312,Eva,,Port Phillip,-37.86433,144.97788,Entire home/apt,500,3,165,2024-06-30,1.22,2,287,19,
1201338,South Melbourne Gem on Emerald Hill,1300320,Christopher,,Port Phillip,-37.83392,144.95889,Entire home/apt,595,3,254,2024-08-06,2.19,2,121,27,
1210073,Elegant apartment in great location,6607846,Jessica,,Darebin,-37.78358,144.99885,Entire home/apt,110,4,3,2013-11-30,0.02,1,361,0,
1233474,Sandringham Beach House opposite the beach,10260164,Fiona,,Bayside,-37.94989,145.00256,Entire home/apt,,14,0,,,2,0,0,
1233581,Sandringham Beach Apartment,10260164,Fiona,,Bayside,-37.95014,145.00137,Entire home/apt,160,2,9,2024-08-13,0.12,2,72,2,
1253219,Seddon/Yarraville: stay in our lovely period home,4542615,Darren & Bruce,,Maribyrnong,-37.80691,144.89897,Entire home/apt,100,14,2,2017-06-30,0.02,2,189,0,
1260741,Country Style 2 bedroom House - Off Street Parking,6866740,Katie,,Glen Eira,-37.89702,145.00617,Entire home/apt,230,3,43,2024-04-07,0.41,2,311,7,
1266244,StayCentral - Cityside,4177728,StayCentral,,Melbourne,-37.8265751,144.95626390000007,Entire home/apt,244,3,21,2024-07-09,0.16,28,289,1,
1271310,Stunning Victorian 1 Brm Apartment,6919472,Jonathan,,Port Phillip,-37.85876,144.98599,Entire home/apt,250,2,22,2020-01-18,0.22,1,0,0,
1273768,Fortnightly  or Monthly Rental close to CBD,6933179,Alex,,Yarra,-37.80759,144.97821,Entire home/apt,,11,60,2024-01-01,0.44,1,130,3,
1285174,Fully Self-Contained Bunkhouse,6992397,Leanne,,Yarra Ranges,-37.88001,145.5148,Entire home/apt,,1,58,2024-07-13,0.45,3,348,2,
1289142,Comfortable Apartment,6992397,Leanne,,Yarra Ranges,-37.87972640991211,145.51596069335938,Entire home/apt,201,1,15,2023-12-31,0.12,3,344,1,
1289241,Creative 2 BR Home Brunswick Hub,6782184,Julia,,Moreland,-37.76158,144.97089,Entire home/apt,179,4,74,2024-01-28,0.54,1,150,6,
1320949,"Artistic, room in West Footscray",6689746,ChuPing,,Maribyrnong,-37.79897,144.87909,Private room,,30,25,2019-03-18,0.21,1,0,0,
1321215,Stone's Throw Cottage B&B Belgrave,717024,Margaret,,Yarra Ranges,-37.90742,145.35068,Entire home/apt,220,2,27,2024-07-08,0.22,2,310,1,
1333069,Forest Hill - Comfortable room。 Female only,7230448,Donna,,Whitehorse,-37.83881,145.17634,Private room,55,1,64,2024-05-12,0.48,2,365,11,
1349937,SouthYarra SkyHigh(2br+WIFI+CARP),3721646,Alex,,Stonnington,-37.83699,144.99735,Entire home/apt,135,21,52,2020-01-01,0.38,43,304,0,
1352955,PARK SIDE PAD direct access to outside and porch,3377890,Bernadette,,Melbourne,-37.80705,144.96916,Entire home/apt,99,56,19,2024-03-07,0.14,4,274,2,
1353588,Xxxxx,6362922,Roisin,,Yarra,-37.82157,144.99694,Private room,20000,2,93,2017-10-21,0.69,1,365,0,
1357290,"2 Bedroom 3 Level Home, Abundant Light Space. Wifi",814722,Shanti,,Port Phillip,-37.86535,144.99658,Entire home/apt,,8,121,2024-01-16,0.89,1,0,4,
1360263,Japanese Slipper Accommodation Midori suite,7383811,Susie,,Yarra Ranges,-37.92057,145.33087,Entire home/apt,220,1,202,2024-08-25,1.94,2,179,21,
1361245,Main bedroom available over the summer period!,203738,Adam,,Stonnington,-37.85548,145.04394,Private room,,2,0,,,1,0,0,
1361329,SouthYarra RTop(WIFI+CarP+2br2bath),3721646,Alex,,Stonnington,-37.83958,144.99365,Entire home/apt,135,21,55,2018-12-25,0.41,43,274,0,
1405749,"Modern 1BR City Apartment WiFi, pool, gym, parking",5412740,Aida,,Port Phillip,-37.84972,144.9798,Entire home/apt,114,6,82,2024-06-28,0.61,1,188,8,
1434853,In the heart of Melbourne,6685443,Linda,,Melbourne,-37.81026,144.96863,Entire home/apt,,2,5,2016-02-01,0.05,1,0,0,
1453575,Mawarra Manor - Heritage listed mansion and garden,2558288,Alan,,Yarra Ranges,-37.8821,145.36214,Entire home/apt,,2,20,2024-06-10,0.21,2,171,4,
